0.0,25.99
0.0,22.99
0.0,21.94
0.0,23.21
0.0,22.68
0.0,21.91
0.0,20.97
0.0,19.47
4.2,20.55
0.0,20.70
0.0,19.48
0.0,20.25
0.0,22.56
0.0,21.18
0.0,20.24
0.0,17.63
0.0,19.50
0.0,20.62
0.0,20.52
0.0,20.52
0.0,20.08
0.0,23.14
0.0,29.07
0.0,29.28
0.0,26.51
0.0,29.09
0.6,22.77
3.5,31.60
2.5,22.36
1.1,22.15
0.0,21.40
0.0,20.41
0.0,20.66
0.0,21.97
0.0,24.07
0.0,28.24
0.0,36.53
2.1,29.23
1.4,26.72
0.0,40.17
0.0,34.83
0.0,40.81
0.0,40.81
0.0,34.10
0.0,34.75
0.0,34.16
0.0,41.08
0.0,33.61
0.0,49.80
0.0,36.57
0.0,26.36
0.0,27.07
0.0,23.78
0.0,21.02
0.0,21.41
0.0,21.38
0.0,20.80
0.0,20.63
0.0,23.14
0.0,36.14
0.0,42.18
0.0,38.37
0.0,45.22
0.0,40.44
0.0,39.67
0.0,31.58
0.0,38.49
0.0,29.50
0.0,39.37
0.0,42.97
0.0,64.44
0.0,34.48
0.0,28.73
0.0,27.27
0.0,22.59
0.0,23.12
3.0,20.86
2.0,21.79
5.6,21.38
20.0,19.63
12.7,20.79
33.8,21.76
37.5,25.79
56.2,122.37
66.5,38.38
78.0,35.08
63.7,40.94
73.7,48.74
60.7,28.76
85.9,40.74
84.3,29.34
83.6,36.22
104.5,29.84
98.4,36.29
40.9,96.96
54.7,67.21
105.8,55.01
83.8,51.46
87.6,28.11
59.6,29.90
52.1,22.77
38.2,23.49
42.8,24.52
44.8,24.56
34.5,22.84
19.8,23.15
16.6,32.49
6.4,32.28
4.4,35.88
4.2,41.86
1.5,32.55
0.0,34.75
0.7,34.05
0.0,35.98
0.0,48.61
2.8,32.73
3.4,30.16
8.0,36.86
8.7,46.88
18.8,37.84
25.2,33.03
57.1,33.55
64.0,34.84
57.7,35.70
37.8,34.65
18.9,29.68
4.2,33.91
5.2,31.25
7.6,33.37
3.3,27.09
0.0,27.60
0.0,43.27
0.0,50.28
0.0,70.54
0.0,51.86
0.0,64.64
2.3,54.51
3.4,43.16
6.7,46.47
5.5,44.98
8.8,38.37
10.4,36.98
3.0,55.79
0.0,39.89
0.2,55.22
0.0,63.81
0.8,79.39
5.1,42.47
0.0,37.37
5.4,35.46
2.2,32.48
