52.7,25.68
41.1,22.66
39.6,22.62
43.2,21.83
34.8,21.73
65.3,20.31
91.0,19.22
49.5,19.59
47.9,18.54
26.3,16.68
10.7,17.41
3.0,17.59
0.8,19.64
0.0,21.15
0.0,23.20
0.0,23.94
0.0,24.20
0.0,24.28
0.0,24.73
0.0,25.97
0.0,26.03
0.0,26.97
0.0,33.69
0.0,32.56
0.0,33.56
0.2,27.73
3.8,35.21
5.0,25.91
0.1,25.48
0.0,23.48
0.0,23.06
0.0,21.24
0.0,21.16
3.1,21.76
0.0,27.26
0.0,56.11
0.0,28.07
0.0,26.49
2.5,26.89
7.9,49.51
16.9,35.02
22.7,38.82
14.3,32.87
13.4,31.21
29.6,27.93
44.5,29.20
41.2,27.85
36.2,29.07
56.7,28.18
75.7,26.47
78.2,18.89
75.7,14.89
67.7,18.45
90.9,19.99
105.1,18.74
108.8,17.09
85.2,17.21
27.2,14.83
29.6,17.04
41.1,22.81
41.4,28.55
24.5,26.89
9.7,31.29
0.7,30.91
0.0,28.49
0.0,27.36
0.0,32.74
0.0,33.19
0.0,27.63
0.0,30.48
0.0,53.73
0.0,41.17
0.0,30.65
0.0,27.64
0.0,26.08
0.0,23.41
0.0,22.12
0.0,20.99
0.0,20.99
0.0,20.28
0.0,20.83
0.0,20.36
0.0,25.54
0.0,25.92
0.0,48.18
0.0,36.53
0.0,29.60
0.0,29.72
0.0,27.70
0.0,24.29
0.0,27.50
0.0,27.01
0.7,25.84
1.9,30.66
3.0,68.00
5.3,32.48
6.3,30.72
7.1,26.54
10.0,25.02
10.7,21.60
11.2,21.82
12.1,20.56
11.3,20.00
9.3,20.07
8.9,20.72
11.8,20.65
12.7,26.96
13.6,27.03
12.8,29.12
11.0,28.97
14.0,28.26
15.5,27.92
17.4,30.29
18.7,26.32
20.3,27.42
20.5,31.33
22.2,30.66
16.3,30.80
10.5,50.55
16.6,33.90
24.2,40.38
16.6,54.17
6.4,35.09
2.7,31.38
0.0,32.69
2.2,25.83
10.1,27.20
2.9,28.80
0.0,30.62
0.8,34.06
0.0,82.12
0.0,60.02
0.0,102.00
0.0,230.86
0.0,101.17
0.0,236.18
0.0,59.57
0.0,45.12
3.6,39.63
6.6,39.42
5.2,36.70
8.9,47.41
8.4,43.40
0.0,48.11
0.0,42.63
0.0,169.00
0.0,45.71
0.0,43.99
0.0,45.82
0.0,36.03
0.0,120.08
0.0,31.81
0.0,35.55
0.0,29.52
0.0,31.63
0.0,26.88
0.0,32.05
0.0,35.93
0.0,36.39
0.0,36.31
0.0,34.06
0.0,32.95
2.0,30.46
2.3,28.11
3.6,27.15
3.1,27.80
5.9,33.03
13.3,33.20
28.8,31.48
47.8,30.84
48.7,26.93
55.1,28.13
58.9,25.96
69.4,29.35
48.2,29.84
50.0,26.77
56.1,26.30
59.1,24.42
46.2,27.02
41.0,25.93
35.0,26.96
28.0,27.05
22.5,27.77
20.3,26.20
30.2,26.68
42.9,26.60
46.1,26.47
29.9,26.42
29.3,26.27
49.8,28.76
58.5,95.80
70.2,30.79
82.1,38.82
86.5,25.44
74.2,24.44
94.2,21.16
85.5,16.92
59.3,18.24
68.8,17.48
90.3,9.59
80.3,7.58
87.5,12.61
74.0,3.95
57.6,4.16
45.3,9.85
48.3,27.23
51.8,6.00
58.9,10.16
47.4,12.50
43.9,19.14
48.6,21.21
57.6,19.95
55.1,20.40
61.5,22.34
61.3,26.52
45.4,25.15
32.7,22.49
18.7,11.97
16.2,3.73
12.7,8.61
13.2,13.45
12.0,16.90
11.8,22.72
5.7,22.63
0.0,24.35
0.0,23.48
0.0,24.03
0.0,28.85
0.0,140.74
0.0,42.24
0.0,40.09
0.0,46.57
0.0,39.02
0.0,44.77
0.0,37.72
0.0,38.23
1.4,33.12
3.1,70.29
2.0,45.33
0.3,131.08
0.0,83.36
0.0,32.07
3.9,34.25
0.0,29.28
0.0,27.19
0.0,29.23
0.0,36.91
0.8,24.97
4.0,27.23
0.0,28.16
0.0,32.63
0.0,26.19
0.0,53.41
16.9,32.38
28.9,82.73
58.4,28.62
48.9,36.11
30.4,54.86
20.1,51.06
24.2,27.99
27.5,25.23
50.1,23.24
65.2,20.02
77.6,22.95
77.7,25.84
79.8,24.07
33.1,24.63
34.8,24.20
89.2,20.96
89.7,17.91
100.8,6.14
107.0,-1.61
106.7,-3.80
103.0,-3.32
105.2,2.82
106.1,6.25
104.1,12.41
105.6,23.35
102.4,23.00
95.3,21.38
94.7,18.98
93.8,9.76
96.4,20.83
74.7,21.26
71.5,21.22
71.6,21.88
59.8,20.62
52.9,25.06
43.6,23.78
36.6,23.79
26.6,24.28
17.1,24.18
11.2,24.79
7.9,21.60
0.5,21.20
0.0,22.66
0.0,24.11
0.0,24.08
0.0,24.70
0.0,33.96
0.0,33.57
0.0,43.84
0.0,370.31
0.0,38.65
2.5,84.24
9.0,40.35
27.1,34.94
35.8,35.40
74.4,32.08
76.9,35.24
74.3,34.31
85.3,36.77
100.5,30.97
98.0,61.36
49.5,25.64
84.6,20.45
7.4,17.42
0.0,12.35
