0.0,16.14
10.3,8.27
0.1,6.81
63.6,2.20
34.1,-1.49
16.5,-2.33
51.8,-1.91
51.8,-1.04
35.4,-1.05
9.8,-0.02
3.1,-0.73
7.3,-0.61
13.6,3.74
9.7,13.92
10.9,14.36
5.9,8.65
7.7,19.28
21.4,15.90
45.4,15.53
56.7,22.65
72.5,25.40
60.7,25.47
57.0,41.61
0.6,36.90
0.0,15.89
0.0,5.24
0.0,8.22
0.0,4.01
0.0,1.26
0.0,-1.79
21.3,-3.46
35.1,-13.05
43.8,-23.47
60.7,-27.32
64.5,-24.54
64.6,-4.83
65.8,0.21
51.5,4.31
44.1,12.73
24.7,17.58
17.7,21.84
13.5,15.99
22.5,10.24
58.0,8.16
41.3,7.50
36.6,9.55
50.4,9.76
45.9,22.13
41.1,56.76
17.1,39.05
0.0,33.49
26.4,23.25
53.5,16.24
54.3,7.66
60.8,1.65
58.1,-0.78
58.6,-1.92
39.5,-0.42
25.8,1.42
44.6,2.93
42.8,17.27
30.8,18.14
12.9,23.70
7.3,95.41
4.0,17.28
7.1,19.58
17.6,37.34
4.5,23.15
0.5,23.73
0.0,17.02
0.1,15.21
0.8,42.57
2.1,29.80
6.2,22.66
2.8,19.90
4.2,16.94
0.1,17.51
0.1,14.51
0.2,20.47
4.0,15.79
11.8,15.35
5.9,15.78
0.3,17.51
0.0,28.23
3.5,43.75
7.0,34.20
3.6,21.18
3.7,17.70
3.3,16.09
1.9,17.70
5.4,16.10
8.0,10.42
13.6,1.09
6.8,3.33
7.7,12.07
1.2,29.85
0.0,30.84
0.0,23.98
0.0,22.92
1.3,22.70
2.4,20.59
3.1,20.35
6.8,21.19
3.7,24.64
6.6,26.89
3.4,25.32
0.0,26.78
0.0,27.11
0.0,39.47
0.0,51.64
0.0,28.37
0.3,27.33
0.3,27.30
0.9,25.17
5.4,24.92
15.5,22.86
38.4,20.36
59.0,19.85
67.0,31.01
71.5,59.94
69.1,32.86
62.7,26.22
73.6,24.32
79.2,16.86
78.2,14.94
76.7,8.77
76.0,5.07
79.6,6.42
74.3,4.94
50.7,8.77
41.2,9.53
52.0,19.58
63.8,32.61
62.4,27.60
44.7,13.88
34.4,15.22
19.5,23.50
25.9,17.93
59.5,7.02
64.6,0.97
63.8,0.55
60.3,0.81
67.4,42.84
62.5,38.52
55.7,29.12
45.5,23.02
51.9,15.95
64.1,11.10
46.7,13.41
40.1,12.78
61.7,16.09
52.1,13.13
40.6,11.33
28.3,13.80
26.8,14.51
23.7,15.28
13.8,15.49
12.3,14.50
10.9,15.31
11.2,12.51
18.2,15.17
21.2,15.78
26.2,17.00
35.0,18.69
34.1,19.71
38.6,21.02
37.9,27.24
36.1,39.02
25.3,27.20
9.5,27.50
19.1,26.15
9.7,25.21
14.3,22.59
9.3,24.23
4.4,20.81
13.8,19.98
9.1,18.88
2.5,15.78
0.0,17.20
0.0,16.10
0.0,20.00
0.0,22.53
0.0,19.61
0.0,14.54
0.5,15.49
3.1,15.49
6.6,14.66
15.9,13.97
28.0,13.67
50.7,13.11
56.0,16.63
29.4,26.08
43.8,18.62
52.0,14.87
52.5,13.45
44.2,11.10
47.5,4.28
43.1,-0.75
38.4,-0.51
43.4,-0.16
42.1,0.00
25.3,8.38
11.8,11.94
18.4,13.07
20.3,17.84
31.6,17.69
25.8,10.32
16.2,7.27
15.5,12.77
14.7,13.20
24.9,14.32
31.8,13.79
19.1,14.45
18.0,14.65
18.6,23.46
31.1,43.92
46.4,32.37
46.3,26.54
50.9,25.68
53.7,17.77
65.4,12.56
59.4,12.91
50.9,14.81
49.0,6.78
50.9,4.57
41.8,5.33
37.6,5.02
32.9,13.04
35.3,18.06
47.5,19.63
41.9,11.17
44.2,6.41
47.0,4.97
40.4,3.51
47.3,3.19
51.7,2.59
65.4,2.50
64.5,3.06
61.2,9.84
52.6,26.21
47.8,21.59
42.7,14.94
41.7,10.89
43.8,15.04
36.0,14.69
35.4,9.52
38.8,7.47
48.8,7.19
60.0,12.74
35.4,12.55
13.7,13.89
17.7,21.54
36.9,44.58
15.8,22.59
47.0,12.29
79.6,9.95
63.7,16.06
56.3,8.19
61.2,3.69
72.9,6.94
76.8,7.34
75.8,6.52
83.9,8.30
6.8,9.92
0.0,8.85
0.0,7.06
0.0,6.97
0.0,6.59
31.3,3.72
7.2,-2.93
67.4,-4.94
67.7,-10.16
69.9,-2.97
54.4,-1.84
2.7,-0.83
38.6,-0.93
71.9,6.34
70.4,7.02
73.5,4.69
66.9,-0.30
52.5,-1.22
36.1,-0.39
17.9,0.99
15.6,0.07
15.5,0.01
20.0,-0.15
13.6,0.18
11.7,24.50
6.1,31.35
8.5,37.89
10.7,44.12
6.9,32.15
12.2,26.57
3.3,27.15
1.1,26.64
0.0,26.45
0.0,26.61
0.0,26.63
0.0,25.99
0.0,29.52
0.0,37.50
0.2,38.89
0.0,25.79
0.0,22.23
0.0,21.32
0.0,20.29
0.0,19.15
4.9,18.97
18.2,17.57
32.0,17.36
55.8,19.91
66.4,31.57
76.5,25.61
74.0,21.12
75.0,16.23
68.7,10.88
63.4,7.68
52.6,7.35
49.1,7.10
50.8,6.31
65.3,5.64
48.0,4.78
35.3,5.50
44.4,5.41
27.2,6.64
0.0,10.50
0.0,7.78
0.0,8.84
10.6,5.94
70.0,4.08
79.3,0.08
86.2,-1.26
89.6,-3.11
91.0,-3.01
85.5,-1.13
77.4,4.86
15.4,7.14
0.0,6.27
0.0,7.14
0.0,6.80
73.6,5.62
52.3,2.60
77.8,-1.71
78.7,-2.43
71.5,-3.11
72.7,-2.51
75.4,1.79
76.5,0.53
80.9,8.11
48.6,10.23
11.2,5.59
12.7,0.26
58.4,0.54
73.5,0.39
62.2,-0.04
66.0,-0.49
73.8,-1.13
66.8,-0.87
39.9,2.05
14.2,7.41
35.7,10.32
51.5,6.53
34.3,6.83
32.1,3.06
34.7,-0.32
34.9,-0.84
41.0,0.06
40.1,5.66
28.5,11.52
18.9,17.15
19.0,27.69
28.7,30.71
23.2,36.89
41.6,39.85
73.0,64.05
56.8,92.39
51.4,38.29
31.0,19.60
20.8,10.62
15.2,4.10
32.5,4.37
40.9,2.17
37.8,4.13
50.0,23.49
51.0,24.65
40.2,23.64
38.6,18.38
37.2,16.20
38.9,81.23
44.5,10.22
40.3,6.18
39.8,14.51
18.2,16.53
7.1,18.42
1.4,24.04
1.1,34.29
0.0,37.26
1.1,50.80
2.7,40.97
2.3,39.00
1.1,46.59
0.0,30.04
2.1,25.40
16.6,23.72
49.2,24.73
70.5,21.15
49.9,29.99
35.5,48.10
48.4,28.65
40.5,25.16
26.1,23.44
24.2,24.40
25.8,19.58
80.4,18.89
59.0,21.44
6.9,9.89
21.3,0.29
42.1,-0.42
36.0,5.18
59.4,11.88
59.3,17.34
58.6,21.57
72.9,10.48
73.0,10.35
72.7,10.06
55.1,8.95
42.1,8.61
53.1,6.43
61.2,3.30
80.3,1.95
81.3,6.44
76.9,13.65
68.3,27.39
42.8,14.64
59.4,8.72
43.4,8.54
43.5,5.90
35.4,3.42
55.6,1.84
56.9,-0.35
43.4,0.60
24.7,4.90
16.6,11.29
9.3,11.08
3.4,17.13
1.1,20.85
0.3,19.09
0.0,15.80
0.0,13.38
0.0,15.31
0.0,16.96
0.2,17.08
1.9,17.12
6.9,17.49
10.3,24.93
16.1,55.17
19.0,33.47
24.6,26.54
30.6,25.34
30.5,22.12
